node	type
C1861923	disease
374955.0	gene
166378.0	gene
C4225276	disease
57405.0	gene
81848.0	gene
C3808971	disease
80725.0	gene
57522.0	gene
C4225426	disease
27286.0	gene
C1845070	disease
84530.0	gene
C0155536	disease
C0260662	disease
C0877848	disease
C1510450	disease
8636.0	gene
6756.0	gene
C0039101	disease
6757.0	gene
10617.0	gene
C0006111	disease
C0085584	disease
C1842180	disease
C2675370	disease
C3280296	disease
55240.0	gene
C3808920	disease
C0002884	disease
C2673913	disease
30968.0	gene
55437.0	gene
8676.0	gene
C0272199	disease
C1863728	disease
6783.0	gene
6850.0	gene
DB12010	drug
DB12121	drug
DB15499	drug
DB14770	drug
6857.0	gene
C4748715	disease
23208.0	gene
6866.0	gene
C3553843	disease
6869.0	gene
C0006261	disease
DB00673	drug
DB06717	drug
DB14019	drug
DB09048	drug
DB09291	drug
6884.0	gene
C4479476	disease
6898.0	gene
C0268487	disease
C0022596	disease
C0268483	disease
C0268490	disease
C0268623	disease
1155.0	gene
9096.0	gene
C0521619	disease
C1840451	disease
C4048262	disease
6910.0	gene
83439.0	gene
C0857439	disease
57451.0	gene
26136.0	gene
56155.0	gene
7018.0	gene
C0521802	disease
C0271901	disease
C0030524	disease
C0013502	disease
C4553297	disease
7021.0	gene
C0013274	disease
C1868570	disease
C2936170	disease
C0265610	disease
C4551485	disease
83741.0	gene
7980.0	gene
7049.0	gene
C1862932	disease
7057.0	gene
C0011875	disease
C0025945	disease
7058.0	gene
C0158252	disease
C0221775	disease
221981.0	gene
7074.0	gene
26230.0	gene
26519.0	gene
51300.0	gene
C4748838	disease
25976.0	gene
7092.0	gene
C2751315	disease
10333.0	gene
117531.0	gene
C1832978	disease
C1847626	disease
113277.0	gene
54968.0	gene
C3279699	disease
C0206669	disease
84899.0	gene
7124.0	gene
C0020433	disease
C0206617	disease
C0002893	disease
C0206145	disease
C0206146	disease
C0376416	disease
C0598608	disease
C0002895	disease
C4721411	disease
C0032045	disease
C0948480	disease
C3714514	disease
C0023860	disease
C0037579	disease
C0677050	disease
C0003869	disease
C0003875	disease
C0008149	disease
C1692886	disease
C3891815	disease
C0079218	disease
C0003165	disease
C0036981	disease
C0036983	disease
C0600327	disease
C0242973	disease
C0027796	disease
C0038870	disease
C0042656	disease
C0234247	disease
C0234249	disease
C0423711	disease
C0423712	disease
C0751371	disease
C0751372	disease
C0751373	disease
C0340288	disease
C0034063	disease
C0035242	disease
C1861172	disease
C0032227	disease
C0263859	disease
C0011609	disease
C0406537	disease
C0018790	disease
C0600228	disease
C0011644	disease
C0036420	disease
C0263409	disease
C1527383	disease
C3887485	disease
7128.0	gene
C0079773	disease
C0376407	disease
C0751422	disease
C4225218	disease
4982.0	gene
C0268414	disease
C0007282	disease
C0340569	disease
C0751633	disease
C0751634	disease
C0751635	disease
C0751636	disease
51330.0	gene
3604.0	gene
8744.0	gene
7140.0	gene
C0003886	disease
C1834523	disease
C0220662	disease
C1852085	disease
DB12209	drug
10043.0	gene
7166.0	gene
C0024517	disease
C0270458	disease
DB12095	drug
DB14218	drug
7167.0	gene
C1860808	disease
C0857501	disease
C0752251	disease
C0752252	disease
C0002735	disease
C0002882	disease
C0027868	disease
C0751381	disease
C0398562	disease
7168.0	gene
C2678476	disease
C1861863	disease
C1960469	disease
C0597124	disease
C0700053	disease
C0949658	disease
7169.0	gene
C1836447	disease
C3710589	disease
C0546264	disease
C0546125	disease
C0206157	disease
C0265213	disease
C0265261	disease
C0270960	disease
C0175709	disease
C0410203	disease
C0410207	disease
C0752282	disease
C1834558	disease
C2750413	disease
C3645536	disease
C3661489	disease
C4551952	disease
7170.0	gene
C1836448	disease
C0334121	disease
C2750414	disease
7179.0	gene
10758.0	gene
C3279754	disease
C0006845	disease
C3714992	disease
DB12233	drug
7200.0	gene
C0035229	disease
C0235063	disease
C1145670	disease
C0220998	disease
C3887992	disease
C0027404	disease
C0751362	disease
C0085628	disease
C0234447	disease
C0041657	disease
C0023186	disease
C0751262	disease
C0751263	disease
C0751265	disease
C1330966	disease
C0394016	disease
C0751812	disease
C0005899	disease
C0018672	disease
C0038273	disease
23650.0	gene
11074.0	gene
286827.0	gene
10024.0	gene
7220.0	gene
80036.0	gene
116461.0	gene
C0476241	disease
C4310757	disease
C2932714	disease
7276.0	gene
C2751492	disease
C0155127	disease
C0206245	disease
C0268383	disease
C0268384	disease
C0268385	disease
C0268386	disease
C0342608	disease
C0936273	disease
C1527337	disease
C4551500	disease
C4275067	disease
C0740340	disease
C2750824	disease
C0002726	disease
C0007286	disease
C0268407	disease
DB11644	drug
7286.0	gene
C0002452	disease
9039.0	gene
DB11759	drug
7314.0	gene
C0266122	disease
C0432090	disease
C0432098	disease
C0432103	disease
C4551487	disease
7345.0	gene
C3150899	disease
C3809665	disease
C0016978	disease
C0153452	disease
7347.0	gene
51506.0	gene
C4748081	disease
7357.0	gene
DB00419	drug
DB09039	drug
DB14872	drug
7358.0	gene
80328.0	gene
79465.0	gene
C0002171	disease
7374.0	gene
C1720958	disease
C0005859	disease
C0272236	disease
C1720956	disease
C1720957	disease
84300.0	gene
C4014408	disease
C1852372	disease
7386.0	gene
27089.0	gene
C3554607	disease
8725.0	gene
7390.0	gene
C0162530	disease
C2718078	disease
10451.0	gene
7431.0	gene
C0007140	disease
C1833118	disease
C1852438	disease
C3805411	disease
C1861827	disease
284013.0	gene
55237.0	gene
11326.0	gene
79968.0	gene
65267.0	gene
101929777.0	gene
C2931216	disease
C2931218	disease
C4012268	disease
23286.0	gene
114786.0	gene
64131.0	gene
C4014294	disease
C4750849	disease
C0432242	disease
C0376359	disease
C1867450	disease
8089.0	gene
80149.0	gene
51530.0	gene
169841.0	gene
55422.0	gene
195828.0	gene
124626.0	gene
57688.0	gene
C0085077	disease
C0796182	disease
C1863616	disease
C4693405	disease
